,<CONFIDENTIAL>,,,,,,,,,,,,
Normalized Fluorescence signal from 1000-1200 nm,,,,,,Maximum emission cross section,,,,,,,
,LG-770,LG-760,LG-750,APG-1,,LG-770,LG-760,LG-750,APG-1,,,,Prepared by Dr. Tedi-Marie Usher-Ditzian
Wavelength,Normalized,Normalized,Normalized,Normalized,,_em ,_em ,_em ,_em ,,,,SCHOTT R&D North America
l [nm],"Signal, FC(l)","Signal, FC(l)","Signal, FC(l)","Signal, FC(l)",,[10-20 cm2],[10-20 cm2],[10-20 cm2],[10-20 cm2],,,,"Oct 4th, 2021"
1128.75,0.001413061,0.000142303,0.00064903,0.004254653,,,,,,,,,
1128.875,-0.001702894,0.000140111,-0.000672239,-0.000201208,,,,,,,,,
1129,0.002657481,-0.003172144,0.00262664,0.001281228,,,,,,,,,
1129.125,0.001410609,0.000687404,0.003285434,0.002021682,,,,,,,,,
1129.25,0.002032819,-0.000418142,-1.58996E-05,-0.001692196,,,,,,,,,
1129.375,0.000785947,0.00068302,-0.001337169,-0.000207327,,,,,,,,,
1129.5,-0.001083952,-0.00373259,-0.001338397,-0.000953272,,,,,,,,,
1129.625,-0.00108477,-0.002079751,0.000640439,0.002757547,,,,,,,,,
1129.75,-0.000462559,-0.00263362,-0.001340851,0.001272051,,,,,,,,,
1129.875,-0.001086404,-0.001532458,-2.20364E-05,0.001270521,,,,,,,,,
1130,0.003896998,-0.000982973,-0.001343306,0.002010975,,,,,,,,,
1130.125,0.001404071,-0.003191874,0.001295551,0.001267462,,,,,,,,,
1130.25,-0.001711883,0.001219351,0.001954345,0.005720264,,,,,,,,,
1130.375,-0.00420481,0.000113804,0.005253222,0.003492785,,,,,,,,,
1130.5,-0.00109049,0.001214967,-0.000688194,-0.000965509,,,,,,,,,
1130.625,-0.001714335,-0.004855675,-0.000689422,0.00274531,,,,,,,,,
1130.75,0.001399985,-0.002099481,-0.000690649,0.002001797,,,,,,,,,
1130.875,0.001399168,-0.003756704,-0.001351898,0.001258284,,,,,,,,,
1131,0.000152295,-0.001552188,-0.001353125,0.001256755,,,,,,,,,
1131.125,-0.001717604,-0.004312766,-0.002014374,0.002739191,,,,,,,,,
1131.25,-0.002341449,-0.003211604,-0.00135558,0.001253695,,,,,,,,,
1131.375,0.000149843,-0.00045541,0.001283278,-0.002460183,,,,,,,,,
1131.5,-0.004212165,0.003955814,-0.001358034,0.002734602,,,,,,,,,
1131.625,-0.000474818,0.00064356,-3.92194E-05,-0.00023486,,,,,,,,,
1131.75,-0.001098663,-0.001013664,-4.04467E-05,0.001247577,,,,,,,,,
1131.875,-0.00359159,-0.002670888,0.000618347,0.003474429,,,,,,,,,
1132,-0.001100297,-0.003776435,-4.29014E-05,0.001986501,,,,,,,,,
1132.125,-0.001724142,-0.001571918,0.001275914,-0.000985394,,,,,,,,,
1132.25,-0.001101932,-0.00157411,0.001274686,-0.000986924,,,,,,,,,
1132.375,0.000143305,-0.00212798,-4.65835E-05,-0.001730437,,,,,,,,,
1132.5,-0.001103566,-0.001026818,0.001932253,-0.000989983,,,,,,,,,
1132.625,-0.002350438,0.001177699,-0.001369081,0.000494886,,,,,,,,,
1132.75,-0.001105201,-0.001582879,-0.001370308,0.00123534,,,,,,,,,
1132.875,-0.001106018,-0.001585072,0.00126855,0.001975793,,,,,,,,,
1133,0.001385275,-0.002138941,-0.002032784,-0.000251686,,,,,,,,,
1133.125,0.000138402,6.55749E-05,-0.002694032,0.007169049,,,,,,,,,
1133.25,-0.002354525,0.001166738,0.001264868,0.004199587,,,,,,,,,
1133.375,-0.00048626,0.000612868,-0.001376445,0.001227692,,,,,,,,,
1133.5,0.000758978,0.000610676,-0.001377672,-0.00100222,,,,,,,,,
1133.625,-0.001733949,-0.001598225,0.000601164,0.000482649,,,,,,,,,
1133.75,0.001380371,5.46137E-05,0.001259958,0.00048112,,,,,,,,,
1133.875,-0.001112556,5.24215E-05,0.000598709,0.00047959,,,,,,,,,
1134,-0.002359428,-0.00381151,-0.002042603,0.001962027,,,,,,,,,
1134.125,-0.004229327,-0.001055317,0.001256276,0.000476531,,,,,,,,,
1134.25,0.001377102,-0.001609186,0.000595027,0.003445367,,,,,,,,,
1134.375,0.000753258,-0.002163056,-6.62212E-05,0.002699421,,,,,,,,,
1134.5,0.00075244,-0.001061893,-6.74485E-05,-0.001014457,,,,,,,,,
1134.625,0.000128595,-0.000512409,0.00323143,-0.00175797,,,,,,,,,
1134.75,-0.001118277,-0.001617955,0.000590117,-0.002501482,,,,,,,,,
1134.875,-0.001119094,-0.002171825,-7.11306E-05,-0.001019046,,,,,,,,,
1135,0.000126143,-0.001070662,-7.23579E-05,-0.001762559,,,,,,,,,
1135.125,-0.002366783,-0.002727886,-0.001393628,0.00194826,,,,,,,,,
1135.25,-0.001121545,0.000579985,-0.002054876,0.001946731,,,,,,,,,
1135.375,-0.006106583,2.61147E-05,0.000583981,-0.001767147,,,,,,,,,
1135.5,-0.002369235,-0.001079431,-0.00139731,-0.001768677,,,,,,,,,
1135.625,-0.004239134,0.000573408,-0.001398537,-0.001028223,,,,,,,,,
1135.75,-0.002993897,-0.001635493,-0.002059786,-0.002513719,,,,,,,,,
1135.875,-0.002371687,-0.001637685,0.003219157,-0.001031283,,,,,,,,,
1136,-0.002995531,0.002221863,0.001237866,-0.001032812,,,,,,,,,
1136.125,-0.001127266,1.29612E-05,0.002556681,0.000452057,,,,,,,,,
1136.25,-0.001751111,0.000562447,-0.002724716,-0.004745787,,,,,,,,,
1136.375,-0.001128901,0.001111932,0.000574162,-0.001779384,,,,,,,,,
1136.5,0.000739364,-0.000545292,-8.70862E-05,-0.004006863,,,,,,,,,
1136.625,-0.002999618,-0.001650839,-8.83135E-05,-0.000296045,,,,,,,,,
1136.75,-0.000508325,-0.003308063,-0.002069604,0.001186392,,,,,,,,,
1136.875,-0.000509142,-0.0022069,0.000569252,-0.000299104,,,,,,,,,
1137,0.000113067,-0.003864124,0.001228047,0.002667299,,,,,,,,,
1137.125,-0.001133804,-0.002762962,-9.3223E-05,0.005636135,,,,,,,,,
1137.25,0.000111433,-6.76888E-06,0.001225592,0.000438291,,,,,,,,,
1137.375,-0.001758466,-0.002215669,-0.000755699,-0.001791621,,,,,,,,,
1137.5,-0.003005338,-1.11533E-05,0.000563116,-0.001051168,,,,,,,,,
1137.625,0.000108981,-1.33456E-05,-0.002078196,-0.001052697,,,,,,,,,
1137.75,0.001354219,-1.55378E-05,-0.002079423,-0.00179621,,,,,,,,,
1137.875,-0.001138708,0.001637302,-0.001420629,-0.00179774,,,,,,,,,
1138,-0.00238558,-0.003881662,-0.000761835,-0.00031287,,,,,,,,,
1138.125,-0.004255479,-0.001125468,0.000556979,-0.001058816,,,,,,,,,
1138.25,-0.001764187,-0.001127661,0.000555751,-0.004770261,,,,,,,,,
1138.375,-0.003634087,-0.00168153,-0.000105496,0.000424524,,,,,,,,,
1138.5,-0.001142794,-0.000580368,-0.000766745,-0.004031337,,,,,,,,,
1138.625,-0.004258748,-3.08835E-05,0.000552069,-0.002548901,,,,,,,,,
1138.75,-0.002390483,-0.000584752,-0.0007692,-0.00255043,,,,,,,,,
1138.875,0.000100809,0.001068087,0.000549615,-0.00255196,,,,,,,,,
1139,9.99914E-05,-3.74602E-05,-0.002091697,0.004129224,,,,,,,,,
1139.125,0.000722202,-0.001143006,-0.001432903,0.002641296,,,,,,,,,
1139.25,0.000721385,-0.002248553,-0.000774109,-0.000328166,,,,,,,,,
1139.375,-0.00239457,-0.001699068,-0.004075442,0.00115427,,,,,,,,,
1139.5,-0.003641442,-0.00170126,-0.002096606,0.000410757,,,,,,,,,
1139.625,-0.001773176,-4.84214E-05,-0.000777791,-0.000332755,,,,,,,,,
1139.75,-0.002397021,-5.06136E-05,0.001201045,0.001891664,,,,,,,,,
1139.875,-0.001151783,0.001602226,-0.000780246,0.002632118,,,,,,,,,
1140,-0.001775628,0.00049668,-0.004081579,-0.00330771,,,,,,,,,
1140.125,9.26362E-05,-5.71903E-05,-0.000782701,-0.00108329,,,,,,,,,
1140.25,0.001337875,-5.93825E-05,-0.000783928,-0.001826802,,,,,,,,,
1140.375,-0.002401107,-0.001716606,-0.00342524,-0.000341933,,,,,,,,,
1140.5,9.01845E-05,-0.00337383,0.000533659,0.004110869,,,,,,,,,
1140.625,-0.003648797,-0.003376022,-0.000127589,0.000396991,,,,,,,,,
1140.75,-0.000534477,-0.002826537,0.001191226,0.000395461,,,,,,,,,
1140.875,-0.001158321,-0.001173697,-0.002110107,0.000393932,,,,,,,,,
1141,-0.002405194,-0.000624213,-0.005411441,0.001876368,,,,,,,,,
1141.125,-0.001159956,-0.001178082,0.000527522,0.000390872,,,,,,,,,
1141.25,-0.003029856,-0.001180274,0.001846338,0.001131326,,,,,,,,,
1141.375,8.44638E-05,-0.002837498,0.001845111,0.001129796,,,,,,,,,
1141.5,-0.00053938,-0.00283969,-0.002776265,-0.002584082,,,,,,,,,
1141.625,-0.00240928,-0.002290205,0.001842656,-0.000357229,,,,,,,,,
1141.75,-0.000541015,-0.002292398,0.001181407,-0.001845158,,,,,,,,,
1141.875,8.11948E-05,0.000463796,0.002500223,-0.00481462,,,,,,,,,
1142,-0.001165677,-0.001745105,0.000518931,0.00335053,,,,,,,,,
1142.125,-0.001789521,-0.003954006,-0.002122381,-0.00259173,,,,,,,,,
1142.25,-0.003036394,-0.002301167,-0.000803566,-0.000364877,,,,,,,,,
1142.375,-0.002414183,-0.002855036,-0.002124835,-0.001852806,,,,,,,,,
1142.5,-0.001168946,-0.001753874,-0.001466041,-0.003338302,,,,,,,,,
1142.625,-0.00179279,-0.000652712,-0.000807248,0.0011145,,,,,,,,,
1142.75,-0.00117058,-0.002309936,-0.001468496,-0.001857395,,,,,,,,,
1142.875,0.000697685,-0.00176045,-0.001469724,-0.002600908,,,,,,,,,
1143,-0.001795242,0.000444066,-0.002790993,-0.002602437,,,,,,,,,
1143.125,-0.002419087,-0.000109804,-0.002792221,0.000366399,,,,,,,,,
1143.25,-0.003665959,-0.000663673,-0.004773512,-0.002605496,,,,,,,,,
1143.375,-0.004289803,0.000989167,-0.002794675,0.001105322,,,,,,,,,
1143.5,-0.000552456,-0.002323089,-0.000155818,-0.004092522,,,,,,,,,
1143.625,0.001938837,-0.000118573,-0.002137109,-0.001126119,,,,,,,,,
1143.75,-0.001800146,-0.000672442,-0.000158273,-0.002611615,,,,,,,,,
1143.875,-0.001800963,0.000980398,-0.000819521,-0.001129178,,,,,,,,,
1144,-0.001178752,-0.00012515,-0.000820748,-0.003356657,,,,,,,,,
1144.125,-0.003048652,0.000424336,-0.001481997,-0.001874221,,,,,,,,,
1144.25,-0.005541579,-0.000129534,0.003136924,-0.001133767,,,,,,,,,
1144.375,-0.005542397,0.000971629,0.001815654,-0.004845212,,,,,,,,,
1144.5,-0.001805049,-0.00178895,0.002474448,0.000349573,,,,,,,,,
1144.625,0.001309271,-0.000687787,-0.002806949,-0.00039394,,,,,,,,,
1144.75,-0.000560629,-0.001241657,-0.000168092,-0.002623852,,,,,,,,,
1144.875,6.1581E-05,-0.001795526,-0.000169319,-0.001141415,,,,,,,,,
1145,0.001306819,-0.001797719,-0.000830567,-0.004110877,,,,,,,,,
1145.125,-0.001186108,0.000958475,-0.001491816,-0.000400059,,,,,,,,,
1145.25,0.001928212,-0.001802103,-0.002153065,-0.001146004,,,,,,,,,
1145.375,5.8312E-05,-0.000700941,-0.002154292,-0.000403118,,,,,,,,,
1145.5,-0.002434614,0.000400221,-0.002815541,-0.001149063,,,,,,,,,
1145.625,-0.001189377,-0.001257002,-0.002156747,-0.006346908,,,,,,,,,
1145.75,5.58603E-05,-0.002362549,0.001142132,-0.003378072,,,,,,,,,
1145.875,-0.002437066,-0.00070971,-0.000179138,0.001816713,,,,,,,,,
1146,-0.002437883,-0.001815256,-0.00282045,0.003301583,,,,,,,,,
1146.125,0.000676437,-0.000162418,-0.001501635,-0.001898694,,,,,,,,,
1146.25,0.001298647,-0.000716287,-0.002162883,-0.00338419,,,,,,,,,
1146.375,-0.000571253,0.000936553,0.000475973,-0.001901754,,,,,,,,,
1146.5,-0.001818125,-0.000168994,-0.000845296,0.001067082,,,,,,,,,
1146.625,5.01396E-05,-0.000171187,-0.004146629,-0.00116283,,,,,,,,,
1146.75,-0.003065814,-0.000725056,-0.00612792,-0.001906343,,,,,,,,,
1146.875,-0.001197549,-0.000727248,-0.004149083,-0.004875805,,,,,,,,,
1147,0.001916771,-0.000177763,-0.004810332,-0.003393368,,,,,,,,,
1147.125,-0.000576156,0.000371722,-0.000191411,-0.001168948,,,,,,,,,
1147.25,-0.001823028,-0.000182148,-0.000192639,-0.003396427,,,,,,,,,
1147.375,0.002537347,0.002574048,-0.001513908,0.001056375,,,,,,,,,
1147.5,-0.001201635,-0.000738209,-0.001515136,-0.003399487,,,,,,,,,
1147.625,-0.000579425,-0.000188724,-0.002176384,-0.004142999,,,,,,,,,
1147.75,-0.001826297,-0.000742593,-0.00151759,-0.004144529,,,,,,,,,
1147.875,-0.00058106,-0.00184814,-0.000198775,-0.00043371,,,,,,,,,
1148,-0.001204904,0.000908054,-0.000200003,0.000306743,,,,,,,,,
1148.125,0.001909416,-0.002404202,-0.003501336,-0.001181185,,,,,,,,,
1148.25,-0.001829566,-0.001303039,-0.000862479,-0.000438299,,,,,,,,,
1148.375,3.86982E-05,0.0003498,0.001776379,0.001044138,,,,,,,,,
1148.5,-0.001831201,0.002554318,0.000455108,-0.001185774,,,,,,,,,
1148.625,-0.002455045,-0.000757939,-0.004166266,-0.001187304,,,,,,,,,
1148.75,-0.003701918,-0.004621872,-0.004167494,0.002523515,,,,,,,,,
1148.875,-0.001210625,-0.005175741,-0.0035087,0.001038019,,,,,,,,,
1149,-0.003080525,-0.005177933,-0.00482997,-0.001933876,,,,,,,,,
1149.125,-0.001835287,-0.000215031,-0.00087107,-0.000449006,,,,,,,,,
1149.25,-0.001213077,-0.001320577,0.000447744,-0.001936935,,,,,,,,,
1149.375,-0.003706004,0.000332262,0.00176656,-0.000452066,,,,,,,,,
1149.5,-0.000591684,-0.003531671,0.003745398,-0.001198011,,,,,,,,,
1149.625,-0.002461583,-0.000775477,0.000444062,-0.001941524,,,,,,,,,
1149.75,-0.002462401,-0.000225992,0.000442835,-0.00120107,,,,,,,,,
1149.875,-0.001217163,-0.002434893,0.001761651,-0.001944583,,,,,,,,,
1150,-0.000594953,-0.000782054,-0.000879661,0.00028227,,,,,,,,,
1150.125,-0.00308788,-0.000232569,-0.000880889,0.001022723,,,,,,,,,
1150.25,-0.004334752,-0.00244147,-0.002202159,0.003991559,,,,,,,,,
1150.375,-0.001220432,-0.001340307,-0.001543365,-0.004176651,,,,,,,,,
1150.5,2.48051E-05,-0.000239146,0.000435471,-0.003436197,,,,,,,,,
1150.625,0.000647016,0.00031034,0.002414308,-0.001953761,,,,,,,,,
1150.75,2.31706E-05,-0.002450239,0.001093038,-0.002697273,,,,,,,,,
1150.875,0.000645381,-0.003004108,-0.000228232,-0.001214837,,,,,,,,,
1151,2.15361E-05,0.001958795,-0.003529565,0.000270033,,,,,,,,,
1151.125,-0.000602308,0.000853248,-0.001550729,-0.001959879,,,,,,,,,
1151.25,-0.000603125,-0.000252299,-0.000231914,-0.001219426,,,,,,,,,
1151.375,0.000642112,0.000297186,-0.000233141,0.003977792,,,,,,,,,
1151.5,-0.002473842,0.00305338,0.001745695,-0.001222485,,,,,,,,,
1151.625,-0.001228604,0.001396156,0.000424425,-0.000479599,,,,,,,,,
1151.75,-0.005590614,-0.000812745,0.002403262,-0.00270951,,,,,,,,,
1151.875,1.58154E-05,-0.001366614,-0.002878136,-0.004936989,,,,,,,,,
1152,0.001884081,-0.001920484,0.000420742,-0.004938519,,,,,,,,,
1152.125,-0.001854901,0.00083571,-0.000900527,0.000998249,,,,,,,,,
1152.25,-0.001232691,0.001936872,-0.003541839,0.000254736,,,,,,,,,
1152.375,-0.001856535,0.001383003,-0.001563002,-0.003459142,,,,,,,,,
1152.5,0.00250384,-0.000274222,-0.000904209,-0.002718688,,,,,,,,,
1152.625,-0.00185817,0.000826941,-0.002225478,-0.004204184,,,,,,,,,
1152.75,-0.002482014,-0.000830283,0.0010734,0.000990601,,,,,,,,,
1152.875,-0.002482832,-0.002487507,-0.000907891,0.000989071,,,,,,,,,
1153,-0.000614567,-0.002489699,0.000410924,-0.002724807,,,,,,,,,
1153.125,-0.002484466,-0.001388537,-0.000250324,0.001727995,,,,,,,,,
1153.25,-0.000616201,-0.001390729,0.002388533,0.000242499,,,,,,,,,
1153.375,-0.001240046,0.000813788,-0.001572821,0.002466919,,,,,,,,,
1153.5,-0.004356,0.001363273,0.000406014,0.00023944,,,,,,,,,
1153.625,-0.00124168,-0.000845628,-0.000255234,-0.004216421,,,,,,,,,
1153.75,-0.001242497,-0.001399498,0.002383624,-0.002733984,,,,,,,,,
1153.875,-0.001243315,-0.00140169,-0.000917709,-0.001251548,,,,,,,,,
1154,1.92228E-06,-0.001403882,-0.001578958,-0.002737044,,,,,,,,,
1154.125,-0.003114032,0.000248957,-0.001580185,-0.001254607,,,,,,,,,
1154.25,-0.000622739,0.000246765,-0.00026137,0.000972246,,,,,,,,,
1154.375,0.001868554,-0.001410459,0.001717466,0.000228733,,,,,,,,,
1154.5,-1.34669E-06,0.000794058,-0.001583867,0.000227203,,,,,,,,,
1154.625,-0.000625191,-0.001966521,-0.000925074,0.000225674,,,,,,,,,
1154.75,0.001243074,-0.000313682,0.001713784,-0.004230188,,,,,,,,,
1154.875,-0.000626825,-0.000315874,-0.000927528,0.001706581,,,,,,,,,
1155,-0.00374278,-0.002524775,-0.002908819,-0.002007297,,,,,,,,,
1155.125,-5.4329E-06,-0.001423612,-0.002250026,-0.001266844,,,,,,,,,
1155.25,-0.002498359,-0.001977482,0.000388831,-0.006464688,,,,,,,,,
1155.375,-0.000630094,0.001330389,0.000387604,0.000216496,,,,,,,,,
1155.5,-0.000630912,-0.001430189,0.000386377,-0.004981348,,,,,,,,,
1155.625,-8.70187E-06,-0.003087413,-0.001594914,-0.002756929,,,,,,,,,
1155.75,-0.000632546,-0.001986251,-0.001596141,0.003182272,,,,,,,,,
1155.875,0.001858747,0.000218266,-0.000937347,0.003922726,,,,,,,,,
1156,-0.00063418,0.000216074,-0.000938574,0.000208848,,,,,,,,,
1156.125,-0.000634998,-0.00144115,0.003020325,-0.000534665,,,,,,,,,
1156.25,-0.000635815,0.001866721,-0.000941029,0.000205789,,,,,,,,,
1156.375,0.00372456,-0.001445535,0.00235785,-0.004992056,,,,,,,,,
1156.5,-1.44226E-05,0.000207305,-0.000283463,-0.004251602,,,,,,,,,
1156.625,0.001230816,-0.000346565,-0.002264754,-0.002027182,,,,,,,,,
1156.75,0.001853026,-0.001452111,-0.000945939,-0.002028712,,,,,,,,,
1156.875,0.001852209,-0.000902627,0.00235294,-0.001288258,,,,,,,,,
1157,0.001851392,-0.001456496,-0.000288372,0.000196611,,,,,,,,,
1157.125,-0.000641536,-0.000355334,-0.000949621,0.00390743,,,,,,,,,
1157.25,-1.9326E-05,0.001297506,0.000369194,0.000935535,,,,,,,,,
1157.375,0.002471967,-0.000359719,-0.002932139,0.000192022,,,,,,,,,
1157.5,0.000602068,-0.001465265,0.001026761,-0.000551491,,,,,,,,,
1157.625,0.002470333,0.000187574,0.00366562,0.000188963,,,,,,,,,
1157.75,-0.000645622,-0.000366296,-0.000295736,-0.001298966,,,,,,,,,
1157.875,-0.002515521,0.0023899,-0.000296964,0.00166987,,,,,,,,,
1158,-0.001893311,-0.001474034,0.001021851,-0.003527974,,,,,,,,,
1158.125,-2.50467E-05,0.002385516,-0.00095944,-0.002045538,,,,,,,,,
1158.25,0.001220192,-0.001478418,-0.002940731,-0.003531034,,,,,,,,,
1158.375,-0.000649708,0.000174421,-0.000961894,-0.001306614,,,,,,,,,
1158.5,-2.74985E-05,0.001275583,-0.000303101,-0.00279211,,,,,,,,,
1158.625,0.00121774,-0.001484995,-0.000304328,-0.002051656,,,,,,,,,
1158.75,0.001216923,-0.000383833,0.001014487,-0.002053186,,,,,,,,,
1158.875,0.001216105,0.000165652,0.001673281,0.000173667,,,,,,,,,
1159,-0.000653794,0.00016346,0.000352011,0.004626469,,,,,,,,,
1159.125,0.002460526,-0.00039041,0.001010805,0.004624939,,,,,,,,,
1159.25,0.002459709,0.000710753,0.00232962,-0.002059304,,,,,,,,,
1159.375,0.00308192,-0.001498148,-0.000311692,-0.000574435,,,,,,,,,
1159.5,0.001212019,0.000706368,-0.001632962,0.000908002,,,,,,,,,
1159.625,0.002457257,0.000704176,-0.000974168,-0.00132191,,,,,,,,,
1159.75,0.00245644,0.003460368,0.002324711,-0.00132344,,,,,,,,,
1159.875,0.001209567,0.000148114,0.000343419,-0.001324969,,,,,,,,,
1160,0.003077834,-0.002060787,0.001002214,-0.000582083,,,,,,,,,
1160.125,0.002453988,0.00235044,0.000340964,0.00238432,,,,,,,,,
1160.25,0.000584088,0.005106632,0.00165978,0.001640807,,,,,,,,,
1160.375,-3.97571E-05,0.000691023,-0.000321511,-0.002073071,,,,,,,,,
1160.5,-0.003778739,0.001792185,0.000997304,0.000895765,,,,,,,,,
1160.625,-0.006271666,0.000134961,-0.000323966,-0.001334147,,,,,,,,,
1160.75,-0.001911291,0.000132769,-0.000985214,-0.000591261,,,,,,,,,
1160.875,0.000580002,0.000682254,-0.00032642,0.000149193,,,,,,,,,
1161,0.003071296,0.000128384,0.001652416,0.000147663,,,,,,,,,
1161.125,-0.000667687,-0.002080517,-0.001648917,0.002372083,,,,,,,,,
1161.25,-0.003160615,-0.000427678,0.000329918,-0.000597379,,,,,,,,,
1161.375,0.000576733,-0.00042987,0.000328691,0.003855423,,,,,,,,,
1161.5,-0.001293166,-0.001535416,0.002307528,-0.000600438,,,,,,,,,
1161.625,0.001821154,-0.003744318,-0.000333784,-0.000601968,,,,,,,,,
1161.75,0.000574281,-0.000436447,0.000325009,0.002364435,,,,,,,,,
1161.875,0.004311627,-0.002645348,0.000983803,0.002362905,,,,,,,,,
1162,-5.03813E-05,0.000110846,-0.000337466,-0.002092956,,,,,,,,,
1162.125,0.00057183,-0.000443024,-0.002318757,0.000133897,,,,,,,,,
1162.25,-5.20157E-05,-0.002651924,-0.000339921,0.000132367,,,,,,,,,
1162.375,-0.001298887,-0.002102439,-0.000341149,-0.001355562,,,,,,,,,
1162.5,0.003061489,0.000653755,0.000977667,0.000871291,,,,,,,,,
1162.625,0.001191588,0.000651562,-0.002983688,-0.000614205,,,,,,,,,
1162.75,-0.001924366,-0.001557339,-0.001004852,-0.000615735,,,,,,,,,
1162.875,0.002436008,0.002302211,-0.002986143,-0.00136168,,,,,,,,,
1163,0.001812164,-0.001561723,-0.002327349,-0.000618794,,,,,,,,,
1163.125,0.001188319,-0.000460562,0.00097153,-0.001364739,,,,,,,,,
1163.25,0.000564474,-0.000462754,0.002950366,-0.000621853,,,,,,,,,
1163.375,0.000563657,-0.001016623,0.000969075,0.003088966,,,,,,,,,
1163.5,0.00056284,8.45394E-05,0.000307826,-0.002111311,,,,,,,,,
1163.625,-6.10054E-05,0.002840733,-0.001673464,-0.005080774,,,,,,,,,
1163.75,0.00180726,0.000631832,-0.001674692,0.001597978,,,,,,,,,
1163.875,0.000560388,7.79627E-05,-0.00233594,0.000112482,,,,,,,,,
1164,-0.000686484,0.002282481,-0.001017125,-0.000631031,,,,,,,,,
1164.125,-0.000687301,-0.001029776,0.000301689,-0.002118959,,,,,,,,,
1164.25,-6.50916E-05,7.1386E-05,0.001620505,0.001591859,,,,,,,,,
1164.375,-6.59089E-05,6.91937E-05,-0.00234085,-0.00063562,,,,,,,,,
1164.5,0.000556302,0.001722033,-0.001022035,0.000104834,,,,,,,,,
1164.625,-6.75434E-05,6.48093E-05,-0.003663347,0.001587271,,,,,,,,,
1164.75,-0.001937442,-0.001040737,-0.003004553,-0.000640208,,,,,,,,,
1164.875,0.001176878,-0.002146284,-0.001685738,-0.001386154,,,,,,,,,
1165,-0.001939077,-0.000493445,-0.000366923,9.87154E-05,,,,,,,,,
1165.125,-7.08123E-05,-0.0038057,0.002271935,0.000839169,,,,,,,,,
1165.25,0.003666536,0.000605525,-0.001029399,0.000837639,,,,,,,,,
1165.375,0.001173609,0.002258366,-0.000370605,0.001578093,,,,,,,,,
1165.5,0.003041876,-0.0032606,-0.000371832,-0.001393802,,,,,,,,,
1165.625,-0.000697108,0.000598949,-0.00037306,0.003061433,,,,,,,,,
1165.75,0.001794185,0.00390682,-0.001034308,0.002315487,,,,,,,,,
1165.875,-0.003190852,0.001146241,0.002264571,-0.001398391,,,,,,,,,
1166,0.000546495,-0.00106266,-0.001036763,-0.00362587,,,,,,,,,
1166.125,-0.001323404,0.001141857,0.000942073,-0.00140145,,,,,,,,,
1166.25,-7.81675E-05,-0.000515368,-0.000379196,-0.000658564,,,,,,,,,
1166.375,0.000544043,-0.002172591,-0.002360487,0.003052255,,,,,,,,,
1166.5,0.002412308,-0.001623106,-0.000381651,8.036E-05,,,,,,,,,
1166.625,0.002411491,-0.000521944,-0.000382879,-0.000663153,,,,,,,,,
1166.75,-0.001327491,2.75412E-05,-0.000384106,0.001561267,,,,,,,,,
1166.875,0.001786829,0.000577026,-0.000385333,-0.002152611,,,,,,,,,
1167,0.003032069,0.001126511,-0.001046582,0.000816225,,,,,,,,,
1167.125,0.00053914,0.001675996,-0.000387788,0.000814695,,,,,,,,,
1167.25,0.000538323,0.001122127,-0.0030291,-0.002899183,,,,,,,,,
1167.375,-8.55227E-05,0.001671612,0.0009298,-0.001416746,,,,,,,,,
1167.5,0.001782743,-0.001640644,0.002908636,6.81231E-05,,,,,,,,,
1167.625,-0.003825321,0.00111555,-0.000392697,-0.00067539,,,,,,,,,
1167.75,-0.005072193,0.000561681,-0.001713967,0.00154903,,,,,,,,,
1167.875,0.001157264,0.002766197,-0.001715194,-0.001422865,,,,,,,,,
1168,0.002402502,-0.001097736,0.002903727,-0.001424394,,,,,,,,,
1168.125,0.003647739,0.004416844,-0.000397607,0.000802458,,,,,,,,,
1168.25,0.003646922,0.00275962,0.000261186,-0.002169437,,,,,,,,,
1168.375,0.000530967,0.001102397,-0.001060083,5.74158E-05,,,,,,,,,
1168.5,0.003645288,-0.001106505,0.000918754,0.001539852,,,,,,,,,
1168.625,-0.001339749,-0.001660374,-0.000402516,0.00079634,,,,,,,,,
1168.75,0.001774571,-0.001110889,0.000256277,-0.005143488,,,,,,,,,
1168.875,0.00301981,-0.001664758,0.001575093,-0.002919068,,,,,,,,,
1169,0.002395964,0.000539758,-0.001066219,-0.000692215,,,,,,,,,
1169.125,0.000526064,-0.001117466,-0.001067447,4.82381E-05,,,,,,,,,
1169.25,-0.003212918,0.002190407,0.002891453,0.000788692,,,,,,,,,
1169.375,-0.000721625,0.001636536,0.00025014,-0.00144122,,,,,,,,,
1169.5,-0.00134547,0.001082667,-0.001071129,-0.000698334,,,,,,,,,
1169.625,0.001145823,-2.28802E-05,0.000907707,-0.002928246,,,,,,,,,
1169.75,0.001768033,-2.50724E-05,-0.002393626,-0.001445809,,,,,,,,,
1169.875,0.002390243,-0.001130619,-0.001734832,3.90604E-05,,,,,,,,,
1170,0.000520343,-0.001132811,0.000244003,-0.003674818,,,,,,,,,
1170.125,0.001142554,-3.16491E-05,0.002882862,-0.000705982,,,,,,,,,
1170.25,-0.000104319,-0.001688873,0.000901571,0.000776455,,,,,,,,,
1170.375,-0.000728163,0.000515644,0.002220386,0.000774925,,,,,,,,,
1170.5,0.000517074,0.001616806,0.000899116,-0.000710571,,,,,,,,,
1170.625,-0.000729798,0.001062936,0.000237867,-0.0021985,,,,,,,,,
1170.75,0.001761495,0.000509067,-0.000423381,-0.002200029,,,,,,,,,
